4046,4225,4770,AveragePrice,Date,Large Bags,Small Bags,Total Bags,Total Volume,Unnamed: 0,XLarge Bags,region,type,year
134535.36,333544.72,25595.73,1.16,2019-03-03,27689.47,120828.47,162469.1,656144.91,,13951.16,Chicago,Conventional,2019
76830.27,32666.54,19240.91,0.73,2019-03-03,24703.57,326857.88,351582.17,480319.89,,20.72,Cincinnati,Conventional,2019
72706.43,26136.95,2734.74,0.83,2019-03-03,28727.93,166757.34,195518.74,297096.86,,33.47,Columbus,Conventional,2019
763567.76,227154.84,28972.04,0.72,2019-03-03,132435.4,436634.03,581898.76,1601593.4,,12829.33,Dallas,Conventional,2019
177354.0,192011.63,18405.82,0.98,2019-03-03,562840.56,210126.45,773461.5,1161232.95,,494.49,Denver,Conventional,2019
137705.84,51804.72,48027.72,0.99,2019-03-03,28854.43,270353.84,304746.6,542284.88,,5538.33,Detroit,Conventional,2019
5633.77,71056.53,40838.72,1.41,2019-03-03,4201.27,31769.05,43771.15,161300.17,,7800.83,Grand Rapids,Conventional,2019
878105.21,1018946.8,220259.53,0.96,2019-03-03,456528.86,1832726.02,2343740.01,4461051.55,,54485.13,Great Lakes,Conventional,2019
71041.55,170011.21,476.95,1.07,2019-03-03,12214.71,102633.97,114868.68,356398.39,,20.0,Harrisburg,Conventional,2019
7790.13,305810.16,710.36,1.3,2019-03-03,13181.5,55425.91,68614.08,382924.73,,6.67,Hartford,Conventional,2019
673166.51,129855.19,35782.06,0.72,2019-03-03,179323.14,284385.45,463749.7,1302553.46,,41.11,Houston,Conventional,2019
57169.75,54993.42,5167.55,0.85,2019-03-03,20681.56,148744.37,170552.95,287883.67,,1127.02,Indianapolis,Conventional,2019
117384.35,9941.56,874.5,0.96,2019-03-03,114499.22,48504.34,163006.89,291207.3,,3.33,Jacksonville,Conventional,2019
89689.57,107640.23,8863.77,0.9,2019-03-03,95418.12,117170.62,212595.41,418788.98,,6.67,Las Vegas,Conventional,2019
1027102.97,382928.66,118403.7,1.01,2019-03-03,73768.08,1418523.01,1610073.25,3138508.58,,117782.16,Los Angeles,Conventional,2019
25197.17,17165.63,210.34,1.05,2019-03-03,25256.89,57573.43,84395.23,126968.37,,1564.91,Louisville,Conventional,2019
571868.3,59189.16,4950.77,0.94,2019-03-03,494721.73,169092.82,663821.22,1299829.45,,6.67,Miami,Conventional,2019
1279576.67,1059822.22,38948.2,1.07,2019-03-03,290064.43,1345878.22,1647874.59,4026221.68,,11931.94,Midsouth,Conventional,2019
124561.71,9207.49,505.62,0.91,2019-03-03,33269.3,118582.73,151858.7,286133.52,,6.67,Nashville,Conventional,2019
182199.48,22686.66,3924.45,0.96,2019-03-03,52889.67,74874.69,131714.36,340524.95,,3950.0,New Orleans,Conventional,2019
54586.35,1219553.68,14989.02,1.25,2019-03-03,238485.56,411416.42,649905.31,1939034.36,,3.33,New York,Conventional,2019
284075.86,3509680.95,25200.03,1.23,2019-03-03,496006.79,1114821.38,1610941.5,5429898.34,,113.33,Northeast,Conventional,2019
10994.92,430757.05,380.45,1.28,2019-03-03,27354.41,26297.81,53665.55,495797.97,,13.33,Northern New England,Conventional,2019
332050.19,24641.52,4162.13,0.95,2019-03-03,189252.71,132056.25,321318.96,682172.8,,10.0,Orlando,Conventional,2019
41407.46,289604.83,3030.03,1.2,2019-03-03,49822.32,148873.68,198712.67,532754.99,,16.67,Philadelphia,Conventional,2019
648286.29,267552.42,20052.19,0.74,2019-03-03,186592.09,247144.1,433843.37,1369734.27,,107.18,Phoenix,Conventional,2019
32176.8,22566.67,1911.45,1.16,2019-03-03,29793.03,41290.31,71083.34,127738.26,,0.0,Pittsburgh,Conventional,2019
1295178.47,527396.26,22244.93,0.94,2019-03-03,132745.88,551476.62,705034.33,2549853.99,,20811.83,Plains,Conventional,2019
79516.95,269349.12,29365.76,1.1,2019-03-03,193699.57,117430.78,316010.69,694242.52,,4880.34,Portland,Conventional,2019
191571.72,73403.66,8041.75,1.0,2019-03-03,15855.35,139294.28,155162.96,428180.09,,13.33,Raleigh,Conventional,2019
95845.33,79899.44,2402.62,0.98,2019-03-03,27956.34,115603.76,143590.1,321737.49,,30.0,Richmond,Conventional,2019
59740.78,39100.96,146.32,0.96,2019-03-03,29466.02,72053.82,102649.84,201637.9,,1130.0,Roanoke,Conventional,2019
141426.77,285897.45,4566.16,1.26,2019-03-03,1432.99,78593.6,88726.27,520616.65,,8699.68,Sacramento,Conventional,2019
114297.52,156513.65,19620.02,1.1,2019-03-03,31233.99,210393.34,242577.33,533008.52,,950.0,San Diego,Conventional,2019
217347.14,543226.25,11741.29,1.39,2019-03-03,2807.02,116780.43,129161.76,901476.44,,9574.31,San Francisco,Conventional,2019
91056.98,177482.38,1312.86,1.32,2019-03-03,166074.55,107840.72,277451.9,547304.12,,3536.63,Seattle,Conventional,2019
274205.02,52980.8,3470.84,1.01,2019-03-03,40862.39,156479.33,197384.42,528041.08,,42.7,South Carolina,Conventional,2019
3545948.61,977993.86,259890.3,0.78,2019-03-03,616791.9,1739170.32,2400230.83,7184063.6,,44268.61,South Central,Conventional,2019
3102237.46,313102.92,24622.36,0.95,2019-03-03,1558550.56,1437370.08,3022761.21,6462723.95,,26840.57,Southeast,Conventional,2019
23604.12,26601.3,52.53,1.18,2019-03-03,24239.56,19343.81,45494.88,95752.83,,1911.51,Spokane,Conventional,2019
100740.74,11852.21,657.51,1.14,2019-03-03,41989.73,65051.86,107048.26,220298.72,,6.67,St. Louis,Conventional,2019
4326.89,47861.84,153.8,1.2,2019-03-03,10035.9,23436.85,33472.75,85815.28,,0.0,Syracuse,Conventional,2019
370281.37,33705.93,2768.21,0.94,2019-03-03,230243.3,124813.84,355060.47,761815.98,,3.33,Tampa,Conventional,2019
14607958.6,11158680.97,972115.17,1.0,2019-03-03,5702349.27,11608928.88,17663670.13,44402424.87,,352391.98,Total U.S.,Conventional,2019
2217480.27,1705481.02,197363.95,0.97,2019-03-03,2036654.0,1515529.31,3581477.0,7701802.24,,29293.69,West,Conventional,2019
476367.79,136684.7,112705.37,0.75,2019-03-03,70407.24,229817.78,300369.54,1026127.4,,144.52,West Tex/New Mexico,Conventional,2019
124.45,535.64,0.0,1.23,2019-03-03,0.0,5115.83,5115.83,5775.92,,0.0,Albany,Organic,2019
105.46,4034.83,0.0,1.43,2019-03-03,3493.65,12600.54,16094.19,20234.48,,0.0,Atlanta,Organic,2019
927.02,5658.21,44.0,1.33,2019-03-03,2315.69,43019.43,45335.12,51964.35,,0.0,Baltimore,Organic,2019
0.0,1417.38,0.0,1.53,2019-03-03,1599.08,1139.73,2738.81,4156.19,,0.0,Boise,Organic,2019
45.48,2477.16,0.0,1.37,2019-03-03,14728.29,20208.41,34936.7,37459.34,,0.0,Boston,Organic,2019
547.45,216.03,0.0,1.15,2019-03-03,5876.34,10214.06,16090.4,16853.88,,0.0,Buffalo,Organic,2019
42321.29,67184.13,0.0,1.72,2019-03-03,33.55,118323.17,118356.72,227862.14,,0.0,California,Organic,2019
49.49,5286.93,56.17,1.38,2019-03-03,363.83,12541.96,12905.79,18298.38,,0.0,Charlotte,Organic,2019
553.81,33685.15,0.0,1.46,2019-03-03,4442.98,44618.38,49061.36,83300.32,,0.0,Chicago,Organic,2019
98.88,2644.48,0.0,1.6,2019-03-03,2936.96,6770.37,9707.33,12450.69,,0.0,Cincinnati,Organic,2019
417.07,1082.8,0.0,1.4,2019-03-03,2418.77,5386.93,7805.7,9305.57,,0.0,Columbus,Organic,2019
7020.22,654.25,377.97,1.27,2019-03-03,9642.62,20059.11,29701.73,37754.17,,0.0,Dallas,Organic,2019
6663.32,1695.65,0.0,1.32,2019-03-03,352.95,34066.36,34419.31,42778.28,,0.0,Denver,Organic,2019
452.94,2384.52,0.0,1.42,2019-03-03,3305.0,7690.36,10995.36,13848.66,,0.0,Detroit,Organic,2019
37.85,1241.7,0.0,1.14,2019-03-03,9.7,8255.42,8265.12,9544.67,,0.0,Grand Rapids,Organic,2019
3739.0,50472.59,0.0,1.38,2019-03-03,29871.84,143012.11,172883.95,227228.3,,0.0,Great Lakes,Organic,2019
631.83,265.11,0.0,1.18,2019-03-03,584.3,23693.31,24277.61,25174.55,,0.0,Harrisburg,Organic,2019
738.1,9597.08,0.0,1.69,2019-03-03,0.0,10317.8,10317.8,20652.98,,0.0,Hartford,Organic,2019
6337.16,120.43,0.0,1.12,2019-03-03,203.97,64198.38,64402.35,70859.94,,0.0,Houston,Organic,2019
287.12,874.73,0.0,1.39,2019-03-03,4720.39,3790.13,8510.52,9672.37,,0.0,Indianapolis,Organic,2019
90.87,183.08,0.0,1.22,2019-03-03,31.18,3132.22,3163.4,3437.35,,0.0,Jacksonville,Organic,2019
2988.9,2622.33,0.0,1.39,2019-03-03,33.16,11257.31,11290.47,16901.7,,0.0,Las Vegas,Organic,2019
16362.73,27241.37,0.0,1.77,2019-03-03,3.54,54471.25,54474.79,98078.89,,0.0,Los Angeles,Organic,2019
3.42,888.56,0.0,1.53,2019-03-03,873.11,3214.72,4087.83,4979.81,,0.0,Louisville,Organic,2019
1004.52,4.26,0.0,1.16,2019-03-03,0.0,9342.05,9342.05,10350.83,,0.0,Miami,Organic,2019
2005.9,39229.11,322.71,1.41,2019-03-03,14542.24,149183.01,163725.25,205282.97,,0.0,Midsouth,Organic,2019
111.93,1533.52,0.0,1.56,2019-03-03,795.37,4893.32,5688.69,7334.14,,0.0,Nashville,Organic,2019
547.72,11.2,0.0,1.33,2019-03-03,0.0,756.67,756.67,1315.59,,0.0,New Orleans,Organic,2019
36808.57,42593.81,0.0,1.63,2019-03-03,2099.97,65120.08,67220.05,146622.43,,0.0,New York,Organic,2019
53491.55,75919.99,0.0,1.44,2019-03-03,37022.04,226943.69,263965.73,393377.27,,0.0,Northeast,Organic,2019
0.0,6344.93,0.0,1.18,2019-03-03,7222.57,26932.4,34154.97,40499.9,,0.0,Northern New England,Organic,2019
105.23,2.75,0.0,1.17,2019-03-03,0.0,8631.1,8631.1,8739.08,,0.0,Orlando,Organic,2019
5427.19,7314.64,0.0,1.44,2019-03-03,953.65,23066.39,24020.04,36761.87,,0.0,Philadelphia,Organic,2019
4138.66,4692.62,0.0,1.44,2019-03-03,27.94,14750.54,14778.48,23609.76,,0.0,Phoenix,Organic,2019
1021.95,1.62,0.0,1.23,2019-03-03,0.0,14582.6,14582.6,15606.17,,0.0,Pittsburgh,Organic,2019
5935.98,7567.13,2.14,1.25,2019-03-03,8012.32,55431.27,63443.59,76948.84,,0.0,Plains,Organic,2019
1200.45,15304.48,0.0,1.49,2019-03-03,18316.66,2985.94,21302.6,37807.53,,0.0,Portland,Organic,2019
77.89,5588.61,65.12,1.69,2019-03-03,667.53,12531.41,13198.94,18930.56,,0.0,Raleigh,Organic,2019
28.05,2723.78,37.85,1.25,2019-03-03,2230.3,16371.28,18601.58,21391.26,,0.0,Richmond,Organic,2019
32.35,1665.48,0.0,1.32,2019-03-03,1808.33,7101.68,8910.01,10607.84,,0.0,Roanoke,Organic,2019
2558.64,3829.86,0.0,1.52,2019-03-03,0.0,7895.28,7895.28,14283.78,,0.0,Sacramento,Organic,2019
3172.71,10504.84,0.0,1.71,2019-03-03,0.0,7212.26,7212.26,20889.81,,0.0,San Diego,Organic,2019
13629.71,9778.18,0.0,1.77,2019-03-03,0.0,25871.8,25871.8,49279.69,,0.0,San Francisco,Organic,2019
1279.07,22945.64,0.0,1.74,2019-03-03,28243.96,3090.35,31341.62,55566.33,,7.31,Seattle,Organic,2019
121.35,4726.76,32.57,1.2,2019-03-03,1224.39,24213.77,25438.16,30318.84,,0.0,South Carolina,Organic,2019
26885.0,4863.99,2857.0,1.21,2019-03-03,29861.42,151928.57,181789.99,216395.98,,0.0,South Central,Organic,2019
2140.22,13862.76,34.58,1.26,2019-03-03,8423.04,89212.21,97635.25,113672.81,,0.0,Southeast,Organic,2019
139.27,2905.14,0.0,1.57,2019-03-03,2558.17,1172.4,3730.57,6774.98,,0.0,Spokane,Organic,2019
1460.49,2547.04,0.0,1.76,2019-03-03,1200.05,5911.46,7111.51,11119.04,,0.0,St. Louis,Organic,2019
161.05,177.86,0.0,1.14,2019-03-03,2200.3,5085.02,7285.32,7624.23,,0.0,Syracuse,Organic,2019
141.09,0.0,0.0,1.18,2019-03-03,0.0,8331.11,8331.11,8472.2,,0.0,Tampa,Organic,2019
167282.63,334637.98,3767.62,1.42,2019-03-03,190564.14,1102949.94,1293521.62,1799342.61,,7.54,Total U.S.,Organic,2019
30763.69,75538.28,551.18,1.44,2019-03-03,62797.73,168915.9,231721.17,338574.32,,7.54,West,Organic,2019
3053.77,1871.3,1553.53,1.37,2019-03-03,1053.33,19727.36,20780.69,27259.29,,0.0,West Tex/New Mexico,Organic,2019
3950.79,166195.02,259.21,0.96,2019-03-10,3189.24,7440.13,11330.48,181735.5,,701.11,Albany,Conventional,2019
315046.44,29185.37,3072.05,0.92,2019-03-10,68168.15,375320.62,450352.1,797655.96,,6863.33,Atlanta,Conventional,2019
105969.77,546198.43,11000.57,1.24,2019-03-10,55968.98,234537.03,292233.79,955402.56,,1727.78,Baltimore,Conventional,2019
51421.86,6992.41,10367.39,1.17,2019-03-10,14209.32,29925.34,44212.62,112994.28,,77.96,Boise,Conventional,2019
10903.78,646833.99,2928.58,1.22,2019-03-10,38189.94,121351.31,160966.81,821633.16,,1425.56,Boston,Conventional,2019
8938.15,89068.52,406.51,1.12,2019-03-10,66628.07,39754.84,107557.35,205970.53,,1174.44,Buffalo,Conventional,2019
2203412.42,2003355.42,211667.56,1.1,2019-03-10,127794.17,2108178.08,2451429.1,6869864.5,,215456.85,California,Conventional,2019
121045.21,54758.89,7602.33,1.09,2019-03-10,13193.03,112938.44,126134.8,309541.23,,3.33,Charlotte,Conventional,2019
163663.31,361962.16,29393.64,1.11,2019-03-10,39191.98,123874.42,172339.73,727358.84,,9273.33,Chicago,Conventional,2019
62618.73,26916.25,22727.63,0.64,2019-03-10,15791.91,383337.54,399424.95,511687.56,,295.5,Cincinnati,Conventional,2019
68231.03,23332.13,2152.23,0.87,2019-03-10,15223.91,115917.06,131569.98,225285.37,,429.01,Columbus,Conventional,2019
810802.96,177193.26,37727.59,0.62,2019-03-10,78117.51,710340.55,801027.68,1826751.49,,12569.62,Dallas,Conventional,2019
165991.03,164709.51,20402.74,0.98,2019-03-10,401464.71,180392.49,582518.06,933621.34,,660.86,Denver,Conventional,2019
160392.23,54310.78,47811.85,0.98,2019-03-10,35880.55,245934.2,288324.91,550839.77,,6510.16,Detroit,Conventional,2019
5888.28,76489.66,45721.59,1.34,2019-03-10,5440.83,44153.84,59335.39,187434.92,,9740.72,Grand Rapids,Conventional,2019
889436.05,1071169.92,232435.81,0.96,2019-03-10,454285.31,1731656.81,2243561.57,4436603.35,,57619.45,Great Lakes,Conventional,2019
67935.6,187559.17,664.99,1.05,2019-03-10,13399.2,89382.69,104254.11,360413.87,,1472.22,Harrisburg,Conventional,2019
7927.77,334410.4,1648.39,1.29,2019-03-10,8841.81,56287.84,66328.53,410315.09,,1198.88,Hartford,Conventional,2019
724214.79,183832.72,43711.42,0.56,2019-03-10,813517.63,224096.87,1037642.28,1989401.21,,27.78,Houston,Conventional,2019
53816.55,56463.21,4448.55,0.86,2019-03-10,20362.81,121714.77,142972.72,257701.03,,895.14,Indianapolis,Conventional,2019
91972.72,7374.48,959.74,1.09,2019-03-10,88055.8,48133.86,136192.99,236499.93,,3.33,Jacksonville,Conventional,2019
91101.23,99072.92,9474.31,0.91,2019-03-10,89341.93,132765.55,222194.76,421843.22,,87.28,Las Vegas,Conventional,2019
1082180.7,434882.12,140115.79,1.0,2019-03-10,84173.24,1420243.5,1666479.7,3323658.31,,162062.96,Los Angeles,Conventional,2019
33827.95,15545.36,243.8,0.94,2019-03-10,23807.69,66745.72,92468.07,142085.18,,1914.66,Louisville,Conventional,2019
474716.78,45408.94,5094.95,1.1,2019-03-10,331376.94,151940.75,483344.36,1008565.03,,26.67,Miami,Conventional,2019
1267752.84,1117900.79,41895.59,1.02,2019-03-10,327964.22,1463793.37,1810295.45,4237844.67,,18537.86,Midsouth,Conventional,2019
126593.59,7770.62,684.26,0.84,2019-03-10,43535.97,134357.33,177899.97,312948.44,,6.67,Nashville,Conventional,2019
184283.13,17370.66,5374.46,0.99,2019-03-10,50278.51,91110.63,144865.8,351894.05,,3476.66,New Orleans,Conventional,2019
57132.82,1445964.7,22685.8,1.23,2019-03-10,156998.9,443043.71,601905.94,2127689.26,,1863.33,New York,Conventional,2019
286622.43,4407855.86,34448.63,1.15,2019-03-10,470390.25,1074338.89,1558144.69,6287071.61,,13415.55,Northeast,Conventional,2019
12976.67,743312.66,670.62,0.95,2019-03-10,23353.17,27023.92,51718.2,808678.15,,1341.11,Northern New England,Conventional,2019
249088.34,17475.16,4355.0,1.06,2019-03-10,144736.65,125555.64,270325.63,541244.13,,33.34,Orlando,Conventional,2019
40441.56,360007.38,3138.64,1.18,2019-03-10,56689.07,142760.6,201009.67,604597.25,,1560.0,Philadelphia,Conventional,2019
657161.52,273125.89,21083.02,0.72,2019-03-10,203816.21,265237.94,469058.8,1420429.23,,4.65,Phoenix,Conventional,2019
31973.0,21741.35,1784.1,1.17,2019-03-10,30884.28,41218.82,72103.1,127601.55,,0.0,Pittsburgh,Conventional,2019
975425.25,629841.51,30828.55,1.01,2019-03-10,136435.06,634904.98,791541.3,2427636.61,,20201.26,Plains,Conventional,2019
79276.66,330504.59,24664.69,1.14,2019-03-10,145008.08,168759.88,320943.38,755389.32,,7175.42,Portland,Conventional,2019
185715.81,70147.53,8537.43,1.03,2019-03-10,15458.39,142471.73,157943.45,422344.22,,13.33,Raleigh,Conventional,2019
107815.53,82371.38,2534.0,0.88,2019-03-10,27790.05,136266.79,165405.73,358126.64,,1348.89,Richmond,Conventional,2019
66590.65,37853.09,145.81,0.89,2019-03-10,29882.71,94462.06,126041.44,230630.99,,1696.67,Roanoke,Conventional,2019
149953.87,265597.52,4189.72,1.26,2019-03-10,1489.52,86499.25,97646.29,517387.4,,9657.52,Sacramento,Conventional,2019
122438.84,173238.98,20969.32,1.09,2019-03-10,33111.7,224126.56,257714.93,574362.07,,476.67,San Diego,Conventional,2019
263056.77,501913.25,11981.67,1.35,2019-03-10,2212.78,119561.82,131186.17,908137.86,,9411.57,San Francisco,Conventional,2019
113001.25,173704.18,1366.91,1.38,2019-03-10,173064.6,119946.99,297895.33,585967.67,,4883.74,Seattle,Conventional,2019
242420.0,48082.84,3296.26,1.03,2019-03-10,35848.3,175914.52,211806.37,505605.47,,43.55,South Carolina,Conventional,2019
3745851.79,865838.19,242809.46,0.68,2019-03-10,1395842.3,2374874.97,3811698.8,8666198.24,,40981.53,South Central,Conventional,2019
2577832.39,249173.11,26211.35,1.02,2019-03-10,1186322.34,1519996.16,2735267.2,5588484.05,,28948.7,Southeast,Conventional,2019
25835.53,28668.75,67.0,1.26,2019-03-10,27147.02,20394.04,50081.98,104653.26,,2540.92,Spokane,Conventional,2019
97802.9,9175.67,651.04,1.06,2019-03-10,36398.14,64202.98,100611.12,208240.73,,10.0,St. Louis,Conventional,2019
4485.45,67889.87,184.79,1.06,2019-03-10,17794.62,14613.02,33027.64,105587.75,,620.0,Syracuse,Conventional,2019
261544.89,23175.41,3252.74,1.06,2019-03-10,176252.15,116470.88,292756.36,580729.4,,33.33,Tampa,Conventional,2019
14299259.38,12096366.87,996823.67,0.98,2019-03-10,5873048.32,12490684.42,18799553.01,46192002.93,,435820.27,Total U.S.,Conventional,2019
2352926.21,1751232.08,176526.72,0.98,2019-03-10,1774014.64,1582941.14,3397614.83,7678299.84,,40659.05,West,Conventional,2019
487603.98,110516.5,70889.19,0.86,2019-03-10,65916.55,233671.93,299608.48,968618.15,,20.0,West Tex/New Mexico,Conventional,2019
56.17,440.45,0.0,1.2,2019-03-10,0.0,5133.38,5133.38,5630.0,,0.0,Albany,Organic,2019
99.58,4294.73,0.0,1.32,2019-03-10,1810.85,10172.6,11983.45,16377.76,,0.0,Atlanta,Organic,2019
719.1,5236.6,28.68,1.25,2019-03-10,1242.96,51948.56,53191.52,59175.9,,0.0,Baltimore,Organic,2019
2.73,1274.95,0.0,1.54,2019-03-10,1446.95,2016.14,3463.09,4740.77,,0.0,Boise,Organic,2019
66.04,2267.18,0.0,1.49,2019-03-10,15287.35,16545.16,31832.51,34165.73,,0.0,Boston,Organic,2019
298.75,143.24,0.0,1.16,2019-03-10,9984.83,8783.54,18768.37,19210.36,,0.0,Buffalo,Organic,2019
33314.23,79188.55,4.74,1.71,2019-03-10,29.67,114381.15,114410.82,226918.34,,0.0,California,Organic,2019
65.11,4980.37,64.37,1.51,2019-03-10,6.62,11074.88,11081.5,16191.35,,0.0,Charlotte,Organic,2019
497.27,13724.75,0.0,1.41,2019-03-10,7984.38,43752.99,51737.37,65959.39,,0.0,Chicago,Organic,2019
80.16,2181.2,0.0,1.48,2019-03-10,761.76,3836.52,4598.28,6859.64,,0.0,Cincinnati,Organic,2019
380.95,1002.19,0.0,1.35,2019-03-10,2990.04,7789.9,10779.94,12163.08,,0.0,Columbus,Organic,2019
7092.58,589.18,463.13,1.23,2019-03-10,11299.44,19280.85,30580.29,38725.18,,0.0,Dallas,Organic,2019
9801.62,1795.12,0.0,1.15,2019-03-10,401.99,55250.74,55652.73,67249.47,,0.0,Denver,Organic,2019
556.32,2492.73,0.0,1.46,2019-03-10,1073.55,5610.8,6684.35,9762.39,,0.0,Detroit,Organic,2019
46.59,1025.36,0.0,1.28,2019-03-10,11.36,7977.76,7989.12,9061.07,,0.0,Grand Rapids,Organic,2019
3904.66,28390.29,0.0,1.35,2019-03-10,26582.4,142931.4,169513.8,201880.72,,0.0,Great Lakes,Organic,2019
298.49,333.91,0.0,1.14,2019-03-10,431.52,27551.29,27982.81,28615.21,,0.0,Harrisburg,Organic,2019
288.0,6795.75,0.0,1.64,2019-03-10,0.0,10379.47,10379.47,17463.22,,0.0,Hartford,Organic,2019
5041.2,94.05,0.0,1.44,2019-03-10,150.0,29185.7,29335.7,34470.95,,0.0,Houston,Organic,2019
198.05,710.8,0.0,1.44,2019-03-10,1986.37,3647.48,5633.85,6542.7,,0.0,Indianapolis,Organic,2019
93.77,164.19,0.0,1.22,2019-03-10,0.0,3191.12,3191.12,3449.08,,0.0,Jacksonville,Organic,2019
2161.47,2261.32,0.0,1.38,2019-03-10,22.49,9702.49,9724.98,14147.77,,0.0,Las Vegas,Organic,2019
11061.15,27376.12,0.0,1.76,2019-03-10,29.56,50592.96,50622.52,89059.79,,0.0,Los Angeles,Organic,2019
13.2,1108.82,0.0,1.37,2019-03-10,1210.69,2186.22,3396.91,4518.93,,0.0,Louisville,Organic,2019
773.42,2.84,0.0,1.14,2019-03-10,0.0,11129.99,11129.99,11906.25,,0.0,Miami,Organic,2019
1744.75,37739.32,276.1,1.34,2019-03-10,13481.42,164843.25,178324.67,218084.84,,0.0,Midsouth,Organic,2019
126.81,1551.47,0.0,1.49,2019-03-10,1765.68,2591.65,4357.33,6035.61,,0.0,Nashville,Organic,2019
536.01,0.0,0.0,1.25,2019-03-10,3.33,917.79,921.12,1457.13,,0.0,New Orleans,Organic,2019
14740.23,14617.65,4.05,1.62,2019-03-10,1460.93,70265.86,71726.79,101088.72,,0.0,New York,Organic,2019
20882.38,35006.03,3.49,1.4,2019-03-10,45983.24,228719.51,274702.75,330594.65,,0.0,Northeast,Organic,2019
0.0,4154.0,0.0,1.29,2019-03-10,8614.09,17620.84,26234.93,30388.93,,0.0,Northern New England,Organic,2019
189.29,0.0,0.0,1.13,2019-03-10,0.0,10586.67,10586.67,10775.96,,0.0,Orlando,Organic,2019
2583.75,3029.05,0.0,1.34,2019-03-10,843.16,29224.44,30067.6,35680.4,,0.0,Philadelphia,Organic,2019
4154.97,3909.48,0.0,1.44,2019-03-10,168.47,14256.85,14425.32,22489.77,,0.0,Phoenix,Organic,2019
909.73,10.0,0.0,1.2,2019-03-10,0.0,16622.34,16622.34,17542.07,,0.0,Pittsburgh,Organic,2019
6987.76,5857.15,6.4,1.21,2019-03-10,7461.02,46191.87,53652.89,66504.2,,0.0,Plains,Organic,2019
635.34,11186.19,0.0,1.71,2019-03-10,16015.0,6140.42,22155.42,33976.95,,0.0,Portland,Organic,2019
87.05,5578.62,68.66,1.74,2019-03-10,2.72,12065.8,12068.52,17802.85,,0.0,Raleigh,Organic,2019
42.8,2582.1,29.9,1.12,2019-03-10,2522.29,21115.29,23637.58,26292.38,,0.0,Richmond,Organic,2019
46.22,1605.06,0.0,1.24,2019-03-10,2808.94,8349.56,11158.5,12809.78,,0.0,Roanoke,Organic,2019
2335.37,5261.23,4.09,1.54,2019-03-10,0.0,7594.96,7594.96,15195.65,,0.0,Sacramento,Organic,2019
1370.28,9154.41,0.0,1.73,2019-03-10,0.0,7046.08,7046.08,17570.77,,0.0,San Diego,Organic,2019
12158.25,16606.51,0.0,1.76,2019-03-10,0.0,24691.55,24691.55,53456.31,,0.0,San Francisco,Organic,2019
1088.55,18714.06,6.56,1.94,2019-03-10,24966.65,3509.93,28480.95,48290.12,,4.37,Seattle,Organic,2019
99.97,4495.1,28.22,1.31,2019-03-10,1140.76,17692.12,18832.88,23456.17,,0.0,South Carolina,Organic,2019
25015.31,4480.82,2999.31,1.31,2019-03-10,31430.17,101595.03,133025.2,165520.64,,0.0,South Central,Organic,2019
1993.82,14147.2,30.14,1.24,2019-03-10,5032.06,85912.52,90944.58,107115.74,,0.0,Southeast,Organic,2019
185.73,1837.88,0.0,1.72,2019-03-10,2159.68,1674.48,3834.16,5857.77,,0.0,Spokane,Organic,2019
1251.0,1781.14,0.0,1.83,2019-03-10,210.37,4603.73,4814.1,7846.24,,0.0,St. Louis,Organic,2019
97.18,193.62,0.0,1.16,2019-03-10,3446.75,4031.28,7478.03,7768.83,,0.0,Syracuse,Organic,2019
151.85,0.0,0.0,1.15,2019-03-10,3.33,9877.77,9881.1,10032.95,,0.0,Tampa,Organic,2019
126515.71,265707.13,3863.8,1.41,2019-03-10,183714.31,1077389.81,1261110.1,1657268.71,,5.98,Total U.S.,Organic,2019
32672.81,60897.76,543.63,1.45,2019-03-10,53714.34,192815.09,246535.41,340649.61,,5.98,West,Organic,2019
2508.16,1677.22,1582.38,1.4,2019-03-10,1123.33,16168.29,17291.62,23059.38,,0.0,West Tex/New Mexico,Organic,2019
4115.56,87238.11,243.42,1.32,2019-03-17,6306.56,9637.89,16844.45,108441.54,,900.0,Albany,Conventional,2019
376722.12,38429.71,2767.22,0.91,2019-03-17,74066.4,340710.56,419313.63,837232.68,,4536.67,Atlanta,Conventional,2019
114312.08,494477.6,8479.11,1.2,2019-03-17,45994.69,336337.74,386391.32,1003660.11,,4058.89,Baltimore,Conventional,2019
43557.27,11183.23,11986.88,1.11,2019-03-17,30508.45,23450.76,54257.75,120985.13,,298.54,Boise,Conventional,2019
11144.72,558368.67,2461.57,1.3,2019-03-17,48708.34,114767.57,166048.12,738023.08,,2572.21,Boston,Conventional,2019
8039.89,84986.2,201.39,1.11,2019-03-17,63505.75,40364.23,105059.98,198287.46,,1190.0,Buffalo,Conventional,2019
2404376.61,1799869.7,176261.48,1.0,2019-03-17,149619.92,3129313.94,3498938.32,7879446.11,,220004.46,California,Conventional,2019
150284.12,53732.27,6196.51,0.86,2019-03-17,10640.29,190493.03,201139.99,411352.89,,6.67,Charlotte,Conventional,2019
135948.7,438796.9,29129.74,1.09,2019-03-17,71305.98,113865.47,193061.75,796937.09,,7890.3,Chicago,Conventional,2019
43261.81,58412.43,23444.48,0.79,2019-03-17,40280.25,255737.2,297623.78,422742.5,,1606.33,Cincinnati,Conventional,2019
52174.12,53563.59,3161.68,0.95,2019-03-17,31756.69,104428.63,137136.94,246036.33,,951.62,Columbus,Conventional,2019
